,N1,N2,N3,N4,N5,Powerball
52,6,7,45,57,66,25
54,5,9,18,43,56,22
1,4,24,38,41,68,22
2,1,21,28,33,68,22
10,8,26,34,51,53,21
14,9,33,40,44,51,24
15,1,3,19,42,52,20
19,4,27,39,50,67,25
20,8,29,32,50,52,19
26,20,30,35,39,41,22
32,4,7,34,36,47,24
33,25,38,41,42,48,22
35,6,31,32,37,42,20
56,3,5,29,36,65,24
58,18,19,23,29,49,21
61,2,13,15,24,36,16
62,10,19,26,36,53,20
3,5,12,38,44,49,25
4,5,22,29,46,54,25
5,3,12,15,40,64,25
16,1,22,39,45,67,23
26,19,28,32,40,46,18
33,10,16,36,50,57,22
57,13,26,42,44,64,20
63,3,6,10,27,57,25
1,3,8,15,17,38,22
4,13,23,26,48,66,21
31,20,22,27,48,51,25
33,6,7,8,9,28,22
39,4,16,24,57,62,22
41,1,27,31,36,44,24
48,16,31,37,47,64,25
50,11,22,24,55,62,19
58,2,17,22,31,38,25
2,5,7,27,45,56,25
8,3,5,21,51,55,23
24,1,2,36,41,50,24
33,14,16,33,50,62,23
38,13,14,33,47,53,18
50,22,26,29,33,50,20
61,11,16,35,40,42,22
62,8,18,39,46,55,20
63,15,23,35,47,63,24
1,8,13,26,38,65,19
6,11,13,28,40,57,23
8,6,21,26,38,66,20
12,1,14,21,37,57,25
15,9,21,37,42,54,20
19,4,6,26,31,54,25
30,2,5,32,47,63,23
36,13,16,44,52,60,21
50,6,13,18,36,63,25
64,13,20,25,34,50,23
34,10,26,27,39,64,21
39,9,16,35,39,41,25
42,10,17,18,31,59,24
43,11,16,19,29,41,20
44,13,20,22,24,62,23
47,17,22,27,37,50,14
53,15,29,30,33,62,21
56,16,28,41,49,60,24
62,5,13,32,39,49,23
2,34,38,39,43,57,25
9,11,19,21,33,57,20
18,8,13,26,43,61,20
20,13,23,33,50,63,21
26,18,22,35,47,69,17
30,4,16,27,29,36,23
35,1,34,41,51,59,25
39,2,21,26,45,57,19
43,19,24,33,40,55,16
61,7,14,28,33,61,20
3,15,21,37,41,68,25
6,7,19,32,34,68,24
25,4,11,18,48,69,23
33,18,21,23,45,61,17
37,1,3,5,21,56,23
38,18,25,27,40,50,20
43,6,10,33,36,55,23
45,7,8,35,36,65,21
46,7,10,26,36,54,24
57,1,10,28,34,41,25
0,1,6,23,39,61,18
28,2,7,34,36,51,22
36,11,21,35,50,64,20
47,9,19,21,51,60,23
53,16,23,36,43,56,20
55,25,31,33,49,67,24
57,3,15,42,43,47,18
5,3,11,20,52,68,21
9,8,11,12,15,48,18
10,8,14,22,53,58,16
11,5,6,36,51,57,20
18,15,19,23,30,55,25
32,14,21,28,29,42,24
47,21,28,29,48,55,18
50,2,12,42,45,46,20
51,15,16,17,42,56,20
52,2,15,34,42,66,22
60,3,7,10,20,23,17
61,7,12,14,21,32,23
0,4,9,15,28,45,21
2,14,22,26,43,60,21
4,4,6,9,34,49,24
16,6,7,30,32,44,22
23,13,15,20,28,62,18
26,16,31,44,45,67,23
31,19,23,28,30,40,20
36,27,31,38,52,69,22
37,7,22,23,34,48,24
46,10,18,53,65,69,24
48,11,13,33,40,57,24
52,11,18,29,41,58,19
58,20,24,31,39,52,18
63,1,4,43,47,58,24
64,23,24,33,39,49,16
10,13,18,40,48,55,19
16,8,10,20,40,65,18
21,3,6,33,41,52,17
23,5,7,8,34,53,22
30,1,7,20,51,56,21
36,1,13,27,32,53,21
37,2,16,27,28,51,21
40,13,15,26,47,60,19
49,6,21,45,52,67,22
52,13,30,44,45,56,24
54,11,27,30,41,56,22
58,1,19,34,36,46,22
14,2,14,23,26,30,25
15,1,4,28,31,46,23
16,8,16,17,24,60,25
22,5,7,10,40,54,18
24,21,23,24,62,65,17
26,5,7,21,37,53,22
28,9,28,35,56,58,25
29,8,9,19,46,53,23
31,8,11,29,42,48,20
36,2,3,44,60,67,18
53,2,12,31,32,36,22
56,6,10,16,21,55,24
58,7,18,40,41,50,22
61,1,27,33,37,68,23
62,10,16,28,29,63,20
1,12,16,25,43,54,18
2,10,12,45,57,61,23
29,2,14,27,36,37,23
37,19,22,23,30,46,18
40,5,14,22,30,52,21
45,4,8,14,44,46,22
48,3,4,24,30,32,22
51,22,23,29,43,60,24
54,5,18,33,51,64,22
56,3,4,24,50,69,18
60,6,13,16,29,58,20
63,11,12,19,34,59,21
0,10,22,25,46,62,19
12,22,23,37,53,67,24
13,18,31,40,60,65,22
19,20,23,26,42,56,17
24,4,18,33,48,50,21
30,3,14,16,27,48,20
32,19,21,31,52,62,25
42,12,34,45,60,62,25
46,4,31,34,47,50,22
53,19,21,35,51,60,25
56,2,14,27,46,50,21
58,3,6,8,38,39,22
0,1,4,7,33,50,25
2,18,19,25,37,53,21
3,11,33,37,40,50,23
6,16,23,28,62,65,18
8,17,22,33,46,57,20
26,28,37,40,43,59,24
34,7,11,20,30,67,19
35,1,5,37,53,63,17
44,2,20,45,48,64,23
0,8,15,43,63,68,25
1,9,11,19,58,60,23
2,8,11,30,44,55,21
5,18,25,32,40,65,23
11,13,24,34,51,69,23
17,15,35,38,39,63,23
20,11,22,25,47,58,24
23,2,3,38,39,48,16
29,5,7,20,24,53,21
30,28,37,41,43,49,22
54,9,13,20,40,69,24
60,19,20,42,56,68,25
1,2,4,34,42,61,23
4,7,8,26,46,61,17
18,4,15,18,31,57,20
19,15,29,30,48,53,25
22,20,24,41,53,69,21
31,9,33,37,42,49,22
32,7,14,18,48,60,24
33,4,10,11,24,59,20
38,14,17,39,45,62,20
40,5,15,20,41,53,22
46,13,20,22,32,54,23
47,26,29,35,48,53,22
52,3,9,18,22,41,23
58,5,7,14,38,54,20
6,1,4,13,14,24,15
7,7,14,21,50,55,24
15,6,17,42,43,58,22
21,3,9,42,65,68,23
25,8,19,20,33,36,17
34,10,16,30,51,54,21
40,14,41,48,50,55,25
46,9,13,20,34,46,19
47,12,19,26,30,43,16
59,2,11,20,29,60,23
61,10,14,30,41,50,22
33,5,9,16,45,66,20
35,2,6,8,39,56,19
50,4,5,8,14,31,25
56,2,20,27,28,47,25
58,14,23,33,47,55,25
59,18,29,34,48,67,19
61,2,3,15,21,48,22
64,5,20,26,37,41,25
7,5,6,17,44,68,14
15,10,20,32,48,54,22
16,5,6,19,29,39,24
32,12,16,56,60,64,23
37,28,31,32,54,57,24
44,3,32,38,39,66,24
46,5,22,24,49,69,23
53,15,19,35,36,64,21
58,12,15,20,36,66,22
61,15,25,36,44,55,23
1,17,19,26,39,68,18
16,15,17,18,41,69,19
24,20,21,25,31,54,22
40,23,30,31,46,47,22
45,4,15,44,45,46,25
48,7,13,17,35,68,25
2,18,25,30,32,67,24
4,1,4,21,29,33,24
6,3,14,37,47,66,20
10,2,7,18,21,39,22
16,11,19,31,45,52,21
17,9,11,20,47,55,19
20,11,21,34,38,64,20
31,7,18,43,57,68,22
32,10,17,25,44,67,19
43,8,29,31,41,46,24
45,8,32,37,46,52,25
46,9,22,29,44,45,23
49,2,11,14,18,59,21
54,11,20,39,53,54,19
61,6,8,14,33,67,25
0,1,14,36,41,51,21
2,2,6,29,56,66,22
5,6,23,35,44,57,24
9,4,11,12,54,61,15
14,15,26,48,49,50,25
19,8,13,32,42,68,21
24,15,26,27,37,54,23
33,17,21,29,47,58,16
34,7,12,18,19,59,25
39,8,9,18,28,69,25
52,28,31,32,33,50,19
56,9,15,19,33,47,21
59,14,23,32,50,56,18
61,8,11,12,34,57,23
1,2,19,21,24,25,14
16,5,7,16,19,45,20
19,9,16,35,59,66,23
30,6,17,25,33,65,20
38,14,31,44,54,69,25
39,18,28,33,45,63,21
50,14,17,31,32,60,24
51,4,10,26,49,61,25
58,11,13,38,48,59,21
2,5,8,23,29,39,21
7,7,23,46,50,61,25
8,4,14,24,38,53,25
11,1,2,38,49,54,24
30,7,8,9,31,50,18
34,9,20,32,42,49,22
40,5,14,17,33,43,23
42,16,17,23,34,37,18
52,6,7,26,50,60,17
53,3,13,14,35,63,22
56,6,11,22,30,41,19
58,12,20,38,42,51,23
4,8,31,32,46,68,21
16,16,31,36,52,66,25
21,3,10,26,29,51,21
22,15,18,33,36,39,22
29,6,29,30,31,55,25
30,4,16,22,29,41,21
32,6,12,31,40,45,25
40,2,26,31,43,68,20
41,4,14,15,44,46,24
43,6,24,29,35,57,23
61,7,22,24,49,58,19
2,11,24,31,50,54,21
6,3,16,17,41,51,24
7,5,6,50,56,59,20
12,1,13,36,50,56,18
16,3,8,26,47,55,21
29,11,18,21,28,38,24
32,6,8,11,36,69,14
34,5,14,30,31,46,22
56,4,11,34,59,64,19
58,15,19,27,48,50,23
13,24,28,32,47,56,19
19,5,29,33,42,55,25
20,16,19,30,34,47,21
29,5,7,27,41,68,25
39,2,9,42,48,67,21
40,8,28,34,39,54,25
55,12,18,20,57,63,17
11,6,8,34,56,67,17
26,19,21,28,37,59,25
27,17,20,21,48,67,23
55,13,14,19,44,54,18
61,10,12,13,56,61,25
0,1,2,29,34,55,25
2,1,9,23,60,68,22
3,10,22,37,45,53,23
6,17,21,25,52,66,20
10,15,22,23,25,27,24
33,3,13,37,54,64,23
37,7,13,16,27,31,25
40,15,20,27,38,58,19
43,13,18,20,23,50,19
52,2,10,12,23,53,22
53,7,9,29,51,59,24
55,16,17,21,37,64,23
61,2,36,39,41,67,25
9,15,23,29,38,59,24
15,11,15,16,38,64,21
23,2,7,22,34,50,19
26,11,13,16,38,40,18
27,9,10,31,51,60,24
28,20,31,38,44,52,16
30,25,26,27,47,69,19
31,3,5,44,50,69,22
37,6,9,11,26,34,19
41,2,8,13,38,68,22
43,7,14,23,30,53,20
52,3,11,13,25,48,19
53,14,19,28,47,56,25
58,6,13,23,53,63,20
0,10,28,40,45,68,22
6,5,12,32,33,56,19
33,8,24,27,49,53,22
40,13,20,21,37,45,24
51,4,15,21,27,37,24
53,15,16,27,46,49,18
58,3,5,12,33,63,17
59,7,11,23,24,33,25
60,5,12,23,61,67,15
61,1,9,21,42,44,22
0,8,15,25,27,66,22
2,5,36,39,53,63,25
21,4,23,33,56,60,20
41,9,17,28,49,54,20
63,3,8,17,25,45,23
2,11,16,35,48,64,24
6,3,9,12,32,57,25
7,3,13,24,28,34,22
14,6,14,24,26,56,25
16,2,12,23,26,59,21
23,14,25,36,51,66,24
32,17,23,34,37,38,24
36,4,15,24,47,48,19
61,24,26,29,36,61,18
62,17,25,36,38,44,16
16,15,16,20,23,34,22
21,14,16,27,58,62,20
22,3,9,34,50,64,25
27,13,24,32,53,67,22
38,5,11,27,58,61,21
58,5,8,11,38,47,24
59,36,37,39,49,67,24
15,11,14,15,38,51,20
20,7,18,39,53,54,19
21,5,44,47,49,58,24
32,11,14,18,49,50,21
37,5,7,32,42,64,17
42,4,10,13,30,38,24
56,12,23,26,58,63,16
62,3,8,13,33,56,21
3,7,30,44,54,65,23
11,17,22,23,53,69,21
12,1,11,27,28,36,20
18,5,12,27,42,59,19
23,2,8,15,31,65,24
28,26,27,45,55,60,22
37,11,12,14,17,28,24
54,5,14,43,56,58,20
0,2,3,22,26,50,25
5,5,10,38,41,45,23
6,7,16,19,50,60,20
13,13,23,34,50,63,25
14,14,15,18,28,64,25
32,29,32,37,43,57,17
33,3,8,18,25,49,23
35,3,20,30,47,48,24
44,3,11,24,38,52,25
49,3,8,38,44,55,22
15,4,6,10,48,53,25
16,16,19,23,44,63,24
18,2,13,38,44,61,22
19,1,7,8,33,53,22
24,2,4,12,40,57,24
31,7,16,41,50,66,23
35,7,22,27,54,58,25
49,19,23,25,32,67,21
53,12,15,23,51,52,20
54,10,11,28,29,67,23
58,4,5,13,34,49,25
59,4,14,25,50,56,19
6,10,30,40,45,63,24
7,9,22,30,39,51,16
9,10,11,20,39,62,23
15,7,16,18,27,58,20
24,2,6,27,34,57,25
34,13,15,24,52,67,25
47,7,8,35,38,48,25
63,6,19,22,33,35,23
16,3,8,13,39,67,24
18,4,33,41,43,53,24
20,6,19,38,51,52,22
29,14,20,29,42,61,19
33,7,14,20,33,65,22
35,9,33,43,46,57,24
37,1,11,31,60,66,20
39,1,13,14,32,64,22
40,11,26,40,62,66,24
46,9,20,40,45,50,22
55,9,22,34,51,53,20
57,5,14,20,35,36,23
58,13,24,27,28,46,22
61,3,23,30,47,69,25
8,4,31,42,51,54,24
11,20,24,25,26,61,23
12,6,25,53,54,57,22
13,3,26,42,56,58,19
19,1,14,23,40,47,22
35,14,22,25,44,58,18
46,2,22,27,31,67,25
56,4,24,39,41,56,25
58,1,14,15,48,55,16
60,9,14,26,67,68,15
5,26,31,38,48,49,22
7,1,7,21,43,51,19
20,3,11,12,16,28,20
31,6,13,14,24,41,17
33,15,31,35,49,57,18
34,3,5,22,66,68,24
41,4,6,12,25,63,17
47,12,24,30,51,55,21
48,12,22,54,55,57,23
56,15,18,21,50,56,25
3,2,6,21,36,44,24
13,14,24,28,29,37,25
14,6,10,32,48,50,21
33,20,22,25,58,67,21
39,14,23,26,49,51,24
40,4,10,12,16,32,25
48,8,14,17,39,67,23
56,20,23,27,34,46,22
61,7,13,19,31,46,22
3,11,12,23,43,56,25
19,4,8,23,48,63,19
30,2,3,24,47,57,20
35,29,30,33,37,55,25
40,20,25,36,49,57,24
43,1,11,26,54,65,20
58,26,28,29,41,52,24
59,7,13,15,48,60,22
8,4,21,22,35,61,18
33,20,21,24,41,47,25
35,4,8,26,53,61,23
38,34,35,42,44,53,25
45,10,11,12,18,41,22
48,2,8,31,36,39,25
52,2,10,16,32,51,19
53,9,14,15,37,56,24
59,8,11,30,43,48,22
63,7,14,15,41,45,20
0,1,9,38,44,45,24
6,6,13,32,33,65,24
14,15,20,31,34,63,25
25,19,20,27,54,59,16
55,8,11,21,35,43,25
56,7,15,29,52,65,22
9,3,31,35,41,47,24
14,26,34,39,45,63,21
32,11,35,45,48,60,25
39,16,26,41,58,59,23
49,7,9,17,52,69,22
51,16,42,43,50,53,23
1,4,12,33,39,56,21
10,15,22,25,40,52,18
13,1,17,23,38,44,22
17,6,7,15,27,47,14
19,12,22,34,39,66,23
23,11,15,45,53,57,24
32,9,11,13,16,51,18
33,5,10,30,45,63,21
35,18,20,34,46,59,23
41,4,11,21,23,35,20
48,2,18,48,54,65,22
50,3,11,12,41,61,19
53,14,24,34,49,58,22
56,17,30,31,48,61,24
57,25,27,35,51,68,22
29,8,9,30,48,59,22
30,8,24,32,45,67,23
37,11,19,20,24,65,25
46,5,42,45,46,53,23
51,7,36,45,52,60,25
64,2,14,32,45,46,25
23,21,32,35,56,60,22
33,15,17,25,30,35,24
37,8,13,31,40,59,21
39,8,10,17,50,69,20
40,3,8,9,56,57,17
51,18,34,46,49,63,25
62,4,10,32,46,69,24
3,26,32,33,54,60,22
15,6,10,15,28,68,23
23,4,8,16,53,61,20
30,3,7,18,22,31,25
34,6,12,26,42,55,19
36,26,28,35,47,50,22
41,4,7,19,24,26,23
42,6,18,36,54,66,21
52,1,40,44,49,63,25
55,15,17,18,30,42,23
56,11,12,35,47,52,18
61,6,12,34,38,41,21
64,3,17,31,46,63,19
0,10,17,26,42,43,22
2,5,26,30,49,51,21
5,1,8,13,29,54,25
18,12,17,35,38,69,19
25,2,15,43,45,63,18
36,13,21,33,39,43,25
38,6,38,41,43,52,19
56,2,6,23,57,61,18
16,6,17,35,47,53,21
31,3,8,21,47,67,15
34,8,18,38,44,64,23
41,4,15,17,28,42,24
43,21,23,31,46,69,22
52,14,17,26,39,40,21
60,28,33,35,44,68,21
62,9,20,37,65,67,24
3,8,11,35,36,52,22
17,15,22,26,30,64,23
27,5,6,28,39,53,25
31,5,21,24,48,50,23
36,20,25,27,40,61,21
41,13,18,31,51,68,20
49,4,11,34,46,69,25
63,4,14,16,22,24,25
64,6,15,19,29,67,24
0,2,21,28,31,60,25
2,19,35,39,42,51,20
11,8,16,17,27,69,25
37,1,20,44,48,61,19
40,9,29,30,63,67,25
41,14,17,39,41,49,19
56,6,23,29,33,64,25
59,12,16,18,33,41,25
2,6,32,35,44,46,21
6,4,12,14,16,67,23
20,7,11,16,29,52,24
26,7,18,21,43,47,25
28,4,19,21,38,58,22
29,5,7,30,59,66,24
32,2,4,7,48,69,19
36,10,23,36,45,48,25
53,21,29,36,43,45,24
56,12,35,42,54,55,22
61,2,3,18,31,53,25
0,1,6,33,38,61,22
10,3,4,18,42,46,25
14,1,13,36,38,50,23
32,6,15,28,29,48,22
33,12,25,31,41,55,23
34,5,10,13,14,26,24
35,14,31,33,51,61,23
39,2,6,17,24,25,23
42,9,11,13,16,69,23
50,2,10,29,37,48,23
56,10,14,15,22,53,23
61,14,18,34,43,65,24
6,7,12,22,39,55,25
12,1,6,26,36,47,20
16,6,13,16,39,41,23
21,11,19,32,38,44,22
25,3,13,21,54,62,25
28,9,13,22,47,51,19
35,8,22,35,45,60,20
36,4,16,24,29,55,25
40,5,7,28,31,46,23
53,4,10,22,30,34,23
55,3,22,32,56,69,25
1,3,14,16,24,38,22
13,7,13,22,27,54,21
27,12,15,18,45,64,17
33,5,16,32,47,68,24
34,8,26,37,51,59,25
35,4,12,19,30,56,18
41,3,5,9,20,64,18
52,3,13,42,44,52,21
61,1,7,20,39,69,14
2,2,21,32,52,56,24
6,14,25,34,39,63,20
8,1,2,26,27,40,17
9,3,9,12,37,46,22
12,6,16,21,31,33,17
14,5,6,16,29,49,18
19,12,14,35,49,69,21
32,15,17,29,49,50,22
35,1,6,29,36,45,21
36,4,10,22,26,39,24
39,7,12,32,39,44,18
43,3,14,41,52,62,22
44,4,6,20,31,55,24
46,4,18,27,30,45,22
64,9,25,30,31,56,22
3,10,11,24,34,46,21
16,23,25,28,33,67,24
28,7,11,28,59,60,25
29,10,21,28,47,66,20
40,3,29,30,57,65,22
21,7,11,28,43,50,24
27,1,12,18,26,68,25
33,1,2,20,32,34,22
35,5,20,39,45,54,23
38,3,18,20,22,66,24
43,8,24,43,44,61,23
50,8,13,30,34,39,22
54,2,3,5,31,42,22
56,1,7,18,24,43,22
60,4,5,8,28,45,25
64,3,5,12,13,29,20
0,2,5,27,34,38,23
8,9,10,14,19,68,22
10,1,10,24,52,53,18
11,8,25,41,51,56,21
31,5,10,29,33,51,25
35,2,12,20,63,69,22
40,3,6,18,50,58,25
51,10,16,33,35,36,25
56,12,14,15,56,67,16
60,3,6,14,34,47,23
2,10,28,34,51,67,19
15,13,19,40,55,56,20
33,2,8,12,42,66,15
45,21,34,41,43,58,23
3,2,25,40,50,62,21
4,2,6,27,49,54,20
5,25,27,31,54,58,21
15,4,6,30,49,65,22
20,30,39,40,46,47,24
23,3,6,23,27,31,17
29,18,26,29,55,68,21
35,11,24,30,52,65,19
36,4,33,39,41,45,20
40,10,11,16,33,49,24
46,6,21,26,32,39,24
50,1,10,45,52,64,20
57,16,20,28,43,47,24
58,6,12,15,32,50,22
61,3,11,16,32,34,25
3,3,44,47,50,57,23
19,3,10,20,24,67,23
32,1,5,41,48,57,25
33,7,14,39,61,63,23
36,11,13,28,58,59,25
40,8,12,16,19,38,23
44,8,13,25,42,60,22
45,1,33,42,50,51,22
53,10,28,34,50,54,23
54,12,22,32,51,69,24
58,2,8,20,27,32,23
60,8,12,25,27,66,24
64,5,17,42,45,64,25
13,4,10,19,65,66,15
33,16,31,43,46,48,21
46,2,10,43,54,57,21
49,13,14,33,34,42,21
50,7,20,29,35,64,25
52,6,7,10,28,65,24
60,4,10,29,50,55,20
1,13,29,32,50,60,24
4,7,9,21,36,60,22
11,10,12,31,37,43,24
19,7,14,21,22,54,25
29,12,18,26,54,57,17
32,12,23,26,40,68,24
35,1,13,19,30,63,24
37,3,4,34,46,61,15
47,22,29,33,41,57,25
48,12,27,34,48,65,19
58,5,30,31,64,66,23
11,7,14,31,32,51,20
16,4,5,27,53,60,24
18,11,13,22,45,60,21
23,28,31,39,40,52,18
28,1,15,25,37,45,22
30,1,4,12,56,69,24
39,17,22,28,36,38,25
40,3,5,21,41,65,24
41,4,7,8,13,48,22
46,15,21,38,57,62,23
47,6,11,17,43,62,23
51,11,13,31,38,42,17
3,17,24,27,41,48,23
16,2,3,11,50,62,21
17,1,17,31,49,65,20
23,5,15,22,40,51,20
31,21,28,42,57,68,23
32,1,10,30,34,59,23
46,1,7,34,45,49,17
50,7,13,16,66,67,24
53,8,30,34,43,55,24
6,1,14,26,57,59,22
15,9,13,17,39,51,22
32,2,27,31,35,58,23
34,18,20,24,37,64,19
50,4,9,16,29,40,21
60,9,12,38,52,57,16
7,10,19,23,29,61,22
16,3,21,29,38,68,25
20,8,17,21,29,45,25
21,4,19,34,37,65,23
55,6,7,32,39,48,21
56,10,17,22,30,53,23
62,2,17,23,37,41,24
6,11,27,33,60,66,25
21,9,10,31,53,65,23
29,16,30,33,44,51,23
33,16,24,29,40,47,25
34,1,3,4,22,55,25
36,3,26,27,31,35,17
37,1,5,14,36,46,25
41,12,25,35,50,56,23
61,3,24,25,43,65,23
62,8,15,31,59,64,20
4,4,5,15,22,25,23
8,5,12,37,44,45,21
11,17,23,41,50,60,22
14,3,4,17,46,54,22
24,2,21,24,49,56,23
26,18,27,28,47,50,21
36,5,8,20,30,41,22
42,18,25,49,54,58,22
43,7,13,33,45,52,20
52,11,17,27,35,54,19
56,6,11,54,64,66,25
1,7,21,36,52,55,17
2,6,13,17,36,65,24
3,6,9,11,17,38,22
7,10,11,30,37,65,25
9,2,3,8,31,38,24
17,5,23,27,35,69,19
22,5,7,15,30,60,21
32,2,10,27,47,62,16
33,4,13,21,34,39,20
34,13,14,40,43,47,20
38,18,20,26,30,57,25
44,16,17,18,40,61,19
56,8,17,34,50,58,18
5,14,19,37,48,49,23
14,9,14,33,52,60,19
23,1,5,8,28,47,18
26,8,14,16,52,59,19
27,5,20,51,55,57,25
33,8,12,24,29,51,22
34,4,5,38,39,47,21
35,6,15,17,26,63,21
52,13,16,22,27,46,20
61,13,14,26,52,66,25
6,9,13,14,57,68,16
8,15,22,40,42,45,25
24,1,15,23,38,64,24
35,7,30,32,48,49,24
37,31,36,37,46,56,18
46,18,22,29,56,65,19
52,4,12,13,25,49,19
56,5,33,35,43,63,24
57,1,19,31,32,34,22
58,19,29,47,49,52,24
59,1,12,23,35,42,20
60,2,12,21,37,58,22
63,1,22,53,58,65,24
3,2,17,29,35,51,22
5,16,18,30,45,51,25
6,10,18,31,49,54,21
7,4,18,25,31,43,22
10,1,3,28,43,55,24
12,3,12,27,41,52,22
17,7,11,49,52,68,20
21,3,10,17,44,45,20
29,5,12,24,34,38,23
31,2,12,35,60,64,22
32,17,20,22,30,38,24
33,4,6,19,34,46,24
35,7,15,29,32,49,22
36,19,31,34,37,54,17
42,15,18,26,40,46,23
61,8,12,18,31,63,19
11,2,21,45,51,52,20
16,17,25,51,61,66,24
23,5,8,28,32,45,18
31,3,11,14,28,49,22
33,2,9,27,35,42,19
35,6,22,29,44,46,24
36,25,29,32,56,64,23
43,4,7,10,63,67,18
46,6,9,10,16,25,23
53,1,6,13,27,33,23
55,1,15,49,52,55,23
61,5,14,52,53,64,21
62,1,17,36,47,61,21
1,5,10,19,46,47,22
4,1,26,28,54,55,23
11,17,27,34,42,67,23
13,2,4,21,23,60,22
26,1,4,6,39,59,19
28,12,19,39,47,50,20
31,22,24,32,38,54,20
35,8,27,39,42,66,19
49,5,7,14,37,45,25
60,9,19,48,50,57,22
63,6,25,41,50,65,23
2,8,11,19,53,62,23
6,7,29,30,45,60,19
16,4,9,14,36,58,21
24,6,23,34,53,56,21
25,7,29,31,38,41,21
29,1,5,16,20,64,15
30,9,17,28,31,32,21
34,10,16,33,58,59,20
36,1,2,5,34,59,20
38,5,15,34,53,58,18
46,6,26,45,46,63,21
55,4,19,26,27,38,20
56,2,7,10,48,49,22
57,6,10,11,20,55,19
58,22,25,27,35,57,21
63,6,8,23,33,61,16
1,1,6,9,15,39,20
8,4,9,32,47,66,24
9,10,16,20,42,48,15
12,8,20,23,47,50,24
17,8,29,33,55,59,18
31,20,22,32,34,55,24
38,13,16,33,54,59,23
39,8,11,30,34,49,18
56,3,8,13,14,25,24
61,4,21,29,36,46,23
63,24,26,30,48,61,20
25,4,9,13,15,55,24
26,7,9,16,56,67,20
27,14,29,41,44,56,22
33,9,13,14,22,26,25
36,23,29,30,38,51,24
37,3,9,25,33,55,20
43,11,15,16,34,49,21
51,4,5,20,26,59,15
53,2,6,8,13,49,22
58,2,6,16,49,62,23
59,6,18,37,47,53,24
64,9,11,14,16,36,25
4,17,18,20,46,61,22
6,4,8,16,21,67,23
17,21,25,35,51,64,24
19,4,6,14,35,45,25
30,4,13,31,47,54,25
33,11,18,20,37,56,22
54,17,24,36,54,60,23
58,9,12,18,26,48,25
59,16,24,32,33,66,21
62,7,19,26,43,52,23
13,24,25,36,40,52,22
24,5,14,20,58,63,19
28,3,9,34,51,60,18
53,2,16,35,50,53,18
63,10,27,36,41,69,23
2,3,8,13,23,51,18
5,12,13,19,27,54,23
6,25,27,30,47,62,19
15,3,6,10,17,69,24
19,2,3,4,21,35,24
38,9,17,30,40,50,19
39,10,13,32,59,60,25
41,6,20,37,40,47,18
42,8,14,38,46,49,17
49,2,6,18,30,63,19
62,2,26,28,37,54,21
13,1,7,32,40,43,21
16,4,11,12,27,35,25
34,24,39,41,44,62,23
35,4,14,21,31,44,24
38,6,34,40,47,68,23
39,5,17,22,42,43,25
49,1,12,25,44,56,21
2,7,31,38,47,64,20
5,12,14,30,41,42,23
7,24,28,43,49,50,22
28,5,11,12,20,67,25
30,14,25,26,49,51,22
52,9,14,16,63,64,22
59,1,27,30,48,60,25
64,1,11,44,59,64,21
0,5,35,44,46,69,25
25,2,3,13,25,49,21
35,3,5,14,31,49,19
40,4,16,30,38,41,25
47,6,24,28,49,64,21
52,9,16,20,33,40,21
57,18,22,25,34,52,24
58,9,33,35,56,61,25
16,4,5,9,11,38,19
20,2,7,23,29,42,25
21,4,14,27,45,57,19
28,7,13,27,35,69,21
35,13,16,25,30,60,21
37,1,28,32,55,62,21
39,10,17,30,53,69,20
42,6,18,19,22,29,20
46,4,5,30,41,53,17
49,4,7,9,25,38,18
55,18,29,30,44,69,20
59,14,21,23,48,60,22
12,1,5,9,34,51,25
13,2,9,14,28,37,24
16,5,9,12,25,35,20
23,16,18,25,49,60,19
31,5,21,43,48,49,25
33,2,6,27,35,36,24
34,14,19,37,59,65,22
35,1,2,14,30,49,24
40,6,19,49,63,69,22
42,2,5,11,16,43,22
45,3,20,22,27,51,23
48,4,7,30,44,53,19
61,6,23,25,30,64,18
2,7,14,22,49,54,18
8,3,5,20,39,61,15
10,8,12,35,40,43,20
13,4,10,38,46,68,20
16,6,7,30,33,60,16
18,11,21,35,38,45,24
22,10,14,25,42,68,20
35,3,20,21,30,66,18
37,9,10,41,45,54,25
40,4,7,12,31,43,21
44,23,26,30,32,69,22
53,14,17,35,39,67,24
61,6,12,18,26,61,19
3,8,13,26,34,35,21
7,12,37,49,59,60,24
20,3,15,22,44,66,18
24,16,20,29,40,67,19
30,11,37,41,53,54,24
33,11,12,14,40,69,24
34,14,24,39,46,50,19
35,10,11,35,37,48,21
38,5,6,14,50,54,17
40,20,23,28,34,69,24
46,2,4,14,33,59,22
51,1,5,33,42,65,20
56,13,17,25,58,66,21
58,10,13,28,52,66,21
3,8,12,20,53,57,25
11,11,28,41,45,57,24
13,3,5,18,36,52,24
23,19,20,41,53,63,22
26,10,26,29,58,68,25
27,3,15,18,43,47,22
32,3,18,28,38,52,22
35,1,3,4,25,49,23
40,8,16,31,35,39,23
54,25,32,44,53,54,24
56,4,5,10,35,36,24
5,17,20,21,23,62,24
17,9,13,27,62,63,19
19,15,36,39,50,65,25
28,11,24,43,48,68,19
38,12,16,20,34,54,25
39,9,18,30,56,62,20
40,2,10,15,30,46,23
50,1,12,17,19,46,23
56,5,13,24,40,62,23
60,15,34,36,45,48,22
